,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
345218,milwaukee,1025,apartment,740,1,1.0,0,0,0,1,0,0,w/d hookups,attached garage,wi
140273,boston,1950,apartment,750,2,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,ma
199839,central NJ,1956,apartment,839,1,1.0,0,0,0,1,0,0,w/d in unit,off-street parking,nj
11836,stockton,1259,apartment,930,2,2.0,1,1,1,0,0,0,w/d hookups,carport,ca
328963,richmond,875,apartment,850,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,va
47315,ocala,1000,apartment,1441,3,2.0,1,1,1,0,0,0,,,fl
276657,jackson,1000,apartment,1280,3,0.0,1,1,1,0,0,0,,,tn
149551,flint,1335,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,carport,mi
94124,springfield,1400,house,1848,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,il
86374,spokane / coeur d'alene,900,apartment,856,2,1.0,0,0,0,0,0,0,laundry in bldg,attached garage,id
92270,"quad cities, IA/IL",975,house,1116,2,1.0,0,1,0,0,0,0,w/d in unit,detached garage,il
104472,des moines,1020,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ia
308426,san antonio,1149,house,1432,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,tx
52635,panama city,1287,apartment,1050,1,1.0,1,1,1,0,0,0,w/d hookups,,fl
162883,rochester,750,apartment,400,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,mn
124644,baton rouge,1400,house,1650,3,2.0,0,1,0,0,0,0,w/d in unit,attached garage,la
288847,austin,1648,apartment,1144,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,tx
97023,bloomington,2090,apartment,1700,4,3.5,1,1,0,0,0,0,w/d in unit,off-street parking,in
12491,ventura county,1584,apartment,695,1,1.0,0,0,1,0,0,0,,,ca
102668,south bend / michiana,830,apartment,843,1,1.0,0,0,1,0,0,0,w/d in unit,,in
86061,spokane / coeur d'alene,1240,apartment,1018,2,1.0,1,1,1,0,0,0,w/d in unit,attached garage,id
200022,central NJ,1400,apartment,90,3,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,nj
22166,denver,1210,apartment,620,1,1.0,1,1,1,0,0,0,laundry on site,,co
11254,stockton,1295,apartment,760,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
28000,hartford,1353,apartment,1280,3,2.0,1,0,1,0,0,0,w/d hookups,,ct
305056,odessa / midland,2045,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,no parking,tx
51159,panama city,1375,house,1150,3,1.0,1,1,1,0,0,0,w/d in unit,,fl
112273,"kansas city, MO",600,apartment,480,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ks
250068,harrisburg,1070,apartment,857,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,pa
205434,albuquerque,925,apartment,946,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,nm
340390,appleton-oshkosh-FDL,695,apartment,717,2,1.0,1,1,0,0,0,0,,,wi
91744,peoria,623,house,1323,3,2.0,0,1,1,1,0,0,,,il
367136,texarkana,820,apartment,731,1,1.0,1,1,1,0,0,0,w/d hookups,detached garage,ar
256665,poconos,900,house,1280,3,1.0,1,1,1,1,0,0,w/d in unit,attached garage,pa
27309,eastern CT,1400,condo,1200,3,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,ct
172999,springfield,675,house,1124,3,1.0,0,0,1,0,0,0,,attached garage,mo
9306,SF bay area,6930,apartment,1142,2,2.0,0,0,1,0,0,1,,,ca
41671,gainesville,1074,apartment,1120,3,2.0,1,1,0,0,0,0,w/d in unit,street parking,fl
352980,mobile,850,apartment,1269,3,2.0,0,0,1,0,0,0,,,al
112309,"kansas city, MO",600,apartment,480,0,1.0,1,1,1,0,0,0,laundry on site,street parking,ks
304218,mcallen / edinburg,800,apartment,900,2,2.0,0,0,1,0,0,0,w/d in unit,carport,tx
192075,winston-salem,752,apartment,619,1,1.0,1,1,1,0,0,0,,,nc
159891,minneapolis / st paul,1119,apartment,700,1,1.0,0,0,1,0,0,0,,,mn
153741,kalamazoo,1185,loft,1011,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,mi
34987,delaware,1505,apartment,740,1,1.0,0,0,1,0,0,0,,,de
114134,manhattan,720,apartment,750,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
243598,eugene,1195,apartment,550,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,or
84648,fort wayne,760,apartment,698,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,in
84635,pullman / moscow,1200,townhouse,1495,4,2.0,0,1,0,0,0,0,w/d in unit,off-street parking,id
137235,cape cod / islands,1600,apartment,750,2,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,ma
259193,york,1307,townhouse,1187,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,pa
282152,nashville,1700,house,1350,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,tn
325644,harrisonburg,1160,house,2043,3,2.0,1,1,1,0,0,0,,,va
185599,jacksonville,550,apartment,594,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nc
208475,albany,1125,apartment,25,2,1.0,0,0,0,0,0,0,laundry on site,street parking,ny
216617,syracuse,960,apartment,870,2,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,ny
365842,little rock,525,manufactured,800,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ar
362860,tucson,805,apartment,550,1,1.0,1,1,1,0,0,0,laundry on site,,az
244548,medford-ashland,2900,house,3244,5,2.5,0,0,0,0,0,0,w/d hookups,attached garage,or
275535,clarksville,750,townhouse,940,2,1.5,0,0,1,0,0,0,w/d in unit,,tn
169351,jackson,605,apartment,572,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ms
69765,atlanta,1050,manufactured,1120,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ga
201493,north jersey,1450,apartment,925,3,1.0,1,1,1,0,0,0,,,nj
130025,new orleans,696,apartment,700,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,la
48223,okaloosa / walton,2049,apartment,1332,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
55063,sarasota-bradenton,1278,apartment,950,2,2.0,0,0,1,0,0,0,,,fl
42825,jacksonville,1261,apartment,1317,3,2.0,0,0,1,0,0,0,,,fl
74599,columbus,635,apartment,770,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,ga
305170,odessa / midland,2045,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,no parking,tx
359695,phoenix,1589,apartment,1098,2,2.0,1,1,1,0,0,0,w/d in unit,carport,az
102407,south bend / michiana,950,house,1344,3,2.0,1,1,1,1,0,0,w/d hookups,detached garage,in
268372,greenville / upstate,859,apartment,764,1,1.0,0,0,1,0,0,0,,,sc
128519,new orleans,1750,house,1330,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,la
218972,bismarck,1005,apartment,997,2,2.0,1,1,1,0,0,0,w/d in unit,,nd
286536,amarillo,409,apartment,1125,4,2.0,1,1,1,1,0,1,w/d in unit,off-street parking,tx
4253,san diego,1725,apartment,648,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage,ca
271746,sioux falls / SE SD,675,apartment,720,1,1.0,0,0,1,0,0,0,,,sd
7361,SF bay area,1965,apartment,405,0,1.0,1,1,0,0,0,0,laundry on site,detached garage,ca
201654,north jersey,2500,apartment,500,1,1.0,0,0,1,0,0,1,w/d in unit,no parking,nj
277029,knoxville,730,apartment,900,1,1.0,1,1,1,0,0,0,w/d hookups,,tn
10520,stockton,1095,apartment,539,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8176,SF bay area,2199,apartment,1028,2,1.0,1,1,1,0,0,0,w/d in unit,,ca
180166,eastern NC,1220,apartment,1249,3,2.0,1,1,1,0,0,0,w/d hookups,,nc
299580,galveston,952,apartment,853,2,1.0,1,1,1,0,0,0,w/d in unit,,tx
94681,"st louis, MO",610,house,680,3,1.0,1,1,1,0,0,0,,,il
122696,baton rouge,600,apartment,981,2,1.0,1,1,1,0,0,0,,,la
149298,flint,625,apartment,720,2,1.0,1,1,1,0,0,0,laundry in bldg,,mi
162311,minneapolis / st paul,1393,apartment,870,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,mn
148696,detroit metro,1130,apartment,1000,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,mi
372979,inland empire,2350,townhouse,1271,3,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
316151,ogden-clearfield,900,apartment,830,2,1.0,1,1,1,0,0,0,,,ut
363447,tucson,1015,apartment,815,2,2.0,1,1,0,1,0,1,w/d in unit,carport,az
127819,lake charles,905,apartment,905,2,1.0,1,1,1,0,0,0,w/d in unit,detached garage,la
174080,bozeman,1595,house,1300,2,1.0,0,1,0,0,0,1,laundry on site,street parking,mt
308275,san antonio,792,apartment,716,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
140825,cape cod / islands,1495,apartment,555,1,1.0,1,1,0,1,0,0,laundry in bldg,off-street parking,ma
277543,knoxville,859,apartment,952,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,tn
73808,columbus,635,apartment,770,1,1.0,0,0,1,0,0,0,,,ga
103419,cedar rapids,1050,townhouse,1500,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ia
297582,el paso,700,apartment,746,2,1.0,1,1,1,0,0,0,laundry on site,,tx
125456,baton rouge,650,apartment,650,1,1.0,1,1,0,0,0,0,laundry on site,street parking,la
240003,tulsa,729,apartment,844,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ok
223348,akron / canton,955,apartment,1250,3,2.0,1,1,1,0,0,0,,,oh
239282,tulsa,1029,apartment,1540,3,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ok
145664,ann arbor,989,apartment,658,1,1.0,1,1,1,0,0,0,w/d in unit,,mi
15734,boulder,4200,condo,1800,4,4.0,0,0,0,0,0,0,w/d in unit,off-street parking,co
370826,fresno / madera,1760,apartment,1900,4,2.0,1,1,1,0,0,0,w/d in unit,,ca
309317,san antonio,715,apartment,470,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
301412,killeen / temple / ft hood,675,apartment,540,1,1.0,1,1,1,0,0,0,laundry on site,,tx
29151,new haven,3200,house,2000,5,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,ct
126041,houma,534,apartment,550,1,1.0,0,0,1,0,0,0,,,la
153410,kalamazoo,2280,apartment,1360,2,2.0,0,0,0,1,0,0,w/d in unit,attached garage,mi
201690,north jersey,1595,apartment,760,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,nj
38298,ft myers / SW florida,890,apartment,541,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,fl
12921,ventura county,2500,house,1588,4,2.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
342030,la crosse,550,apartment,600,0,1.0,0,0,0,0,0,0,,off-street parking,wi
146346,ann arbor,899,manufactured,960,3,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,mi
35961,daytona beach,989,apartment,733,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,fl
213859,rochester,899,apartment,985,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
188354,raleigh / durham / CH,1110,apartment,1076,2,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,nc
57942,south florida,1399,apartment,1200,2,2.0,0,0,1,0,0,0,,,fl
85067,spokane / coeur d'alene,895,apartment,1040,2,2.0,1,1,1,0,0,0,w/d hookups,carport,id
282250,nashville,975,apartment,725,1,1.0,1,1,0,0,0,0,w/d hookups,,tn
220550,grand forks,540,apartment,522,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,nd
383175,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
204240,south jersey,1785,apartment,1172,2,2.0,0,0,1,0,0,0,,,nj
307976,san antonio,810,apartment,660,1,1.0,1,1,1,0,0,0,w/d hookups,,tx
183327,greensboro,768,apartment,756,1,1.0,1,1,1,1,0,0,w/d in unit,off-street parking,nc
192370,winston-salem,872,apartment,780,1,1.0,1,1,1,0,0,0,w/d hookups,,nc
373197,inland empire,1412,apartment,840,1,1.0,1,1,1,0,0,0,laundry on site,,ca
344819,milwaukee,1495,apartment,1400,2,1.0,1,0,0,0,0,0,w/d in unit,off-street parking,wi
112277,"kansas city, MO",730,apartment,688,1,1.0,1,1,1,0,0,0,laundry in bldg,street parking,ks
247634,salem,1680,apartment,1173,3,2.0,1,1,0,0,0,0,w/d in unit,carport,or
83700,boise,499,apartment,1064,4,2.0,0,0,1,0,0,1,laundry on site,off-street parking,id
228606,columbus,905,apartment,756,1,1.0,1,1,0,1,0,0,w/d hookups,detached garage,oh
54438,sarasota-bradenton,1190,apartment,1160,3,2.0,1,1,0,1,0,0,w/d hookups,off-street parking,fl
91877,peoria,739,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,,il
120587,lexington,799,apartment,826,2,1.0,1,1,1,0,0,0,w/d hookups,,ky
171022,north mississippi,1250,apartment,1270,3,2.0,1,1,0,0,0,0,w/d in unit,,ms
46864,lakeland,1170,apartment,950,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,fl
263369,charleston,1259,apartment,925,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,sc
344118,madison,875,apartment,532,1,1.0,1,1,1,0,0,0,,,wi
129654,new orleans,940,apartment,785,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,la
31154,"washington, DC",1625,apartment,700,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,dc
47945,okaloosa / walton,1339,apartment,848,1,1.0,1,1,1,0,0,0,w/d hookups,,fl
213051,new york city,1595,apartment,725,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
67924,athens,805,apartment,400,0,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ga
165589,st cloud,1554,apartment,1281,3,2.0,1,1,1,0,0,0,,,mn
113440,manhattan,785,apartment,793,1,1.0,0,0,1,0,0,0,,,ks
63958,tampa bay area,874,apartment,705,1,1.0,1,1,1,0,0,0,,off-street parking,fl
17830,boulder,1452,apartment,763,1,1.0,0,0,1,0,0,0,,,co
252768,lehigh valley,1500,apartment,870,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,pa
217884,new hampshire,1900,condo,1456,2,1.5,1,1,0,0,0,0,w/d in unit,attached garage,nh
182844,fayetteville,744,townhouse,1200,2,1.5,1,1,1,0,0,0,w/d hookups,,nc
156326,monroe,804,apartment,960,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
247112,portland,1850,apartment,1026,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,or
83293,boise,1250,house,1150,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,id
325464,harrisonburg,850,flat,1700,0,2.0,1,1,1,0,0,0,,off-street parking,va
228264,cleveland,2000,house,1424,3,1.5,1,1,1,0,0,1,w/d in unit,attached garage,oh
298863,houston,1220,condo,720,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage,tx
239998,tulsa,750,apartment,950,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking,ok
207749,albany,520,house,685,3,1.0,1,1,1,0,0,0,,,ny
182249,fayetteville,920,apartment,1200,3,2.0,1,1,1,0,0,0,w/d hookups,,nc
291953,college station,949,apartment,916,2,2.0,1,1,1,0,0,0,,,tx
4680,san diego,3400,townhouse,1532,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,ca
237913,oklahoma city,670,apartment,925,2,2.0,1,1,1,0,0,0,w/d hookups,,ok
286738,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
129257,new orleans,1284,apartment,1165,3,2.0,1,1,1,0,0,0,laundry on site,,la
141870,western massachusetts,2350,apartment,800,2,1.0,1,0,1,0,0,0,laundry in bldg,street parking,ma
287494,austin,1350,apartment,1184,2,2.0,1,1,1,0,0,0,,no parking,tx
202323,south jersey,1215,apartment,840,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,nj
365001,fayetteville,775,condo,900,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ar
160970,minneapolis / st paul,1333,apartment,789,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,mn
79645,savannah / hinesville,849,apartment,575,1,1.0,1,1,1,0,0,0,w/d hookups,,ga
65109,treasure coast,1731,apartment,1150,2,2.0,0,0,1,0,0,0,,,fl
88642,champaign urbana,630,apartment,417,0,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,il
28845,hartford,1375,apartment,633,1,1.0,1,1,1,0,0,0,w/d in unit,,ct
2573,sacramento,1995,apartment,1144,2,2.0,1,1,0,0,0,0,w/d in unit,,ca
191988,winston-salem,677,apartment,619,1,1.0,1,1,1,0,0,0,,,nc
42066,jacksonville,730,apartment,800,3,1.0,1,1,0,0,0,0,,,fl
305836,odessa / midland,1280,apartment,932,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,tx
273849,chattanooga,1599,apartment,900,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
238564,texoma,1099,apartment,934,2,2.0,1,1,1,0,0,0,w/d hookups,,ok
322244,charlottesville,934,apartment,725,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,va
106439,des moines,696,apartment,653,1,1.0,0,0,0,1,0,0,w/d in unit,,ia
20990,denver,3080,apartment,1170,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,co
115092,topeka,575,apartment,750,2,2.0,1,1,0,0,0,0,laundry on site,off-street parking,ks
114487,topeka,590,apartment,716,1,1.0,0,0,1,0,0,0,,,ks
378305,modesto,1685,apartment,1045,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
244217,medford-ashland,1750,townhouse,1706,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,or
239150,tulsa,539,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ok
171115,north mississippi,1125,apartment,1154,3,2.0,1,1,1,0,0,0,,,ms
43571,jacksonville,1187,apartment,1161,2,0.0,1,1,1,0,0,0,,,fl
223358,akron / canton,1400,house,1820,2,2.5,0,0,1,0,0,0,w/d in unit,attached garage,oh
326605,norfolk / hampton roads,1928,apartment,1012,2,2.0,0,0,1,0,0,0,,,va
47264,ocala,939,apartment,1107,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
216322,syracuse,905,apartment,1700,4,4.0,1,1,0,0,0,1,w/d in unit,off-street parking,ny
137804,frederick,1228,apartment,840,1,1.0,0,0,1,0,0,0,,,md
78664,savannah / hinesville,974,apartment,575,1,1.0,1,1,1,0,0,0,w/d hookups,,ga
379798,monterey bay,5000,house,2600,3,3.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
130430,shreveport,737,apartment,1284,3,2.0,0,0,1,0,0,0,,,la
59895,space coast,2085,apartment,1520,3,2.0,1,1,1,0,0,0,w/d in unit,street parking,fl
235884,lawton,495,house,1200,4,1.5,1,1,1,0,0,0,,off-street parking,ok
352832,mobile,825,apartment,1205,3,2.0,1,1,0,0,0,0,w/d hookups,street parking,al
59190,albany,521,apartment,595,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ga
71626,augusta,820,apartment,1054,2,1.5,0,0,1,0,0,0,,,ga
146989,battle creek,1032,townhouse,1400,3,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,mi
144179,ann arbor,959,apartment,700,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,mi
37938,ft myers / SW florida,1171,apartment,1081,2,2.0,0,0,1,0,0,0,,,fl
287900,austin,981,apartment,861,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,tx
179089,eastern NC,895,apartment,866,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,nc
34520,delaware,1641,apartment,1276,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,de
357616,flagstaff / sedona,1327,apartment,737,2,1.0,1,1,1,0,0,0,laundry on site,carport,az
326074,lynchburg,765,apartment,1080,2,2.0,0,0,1,0,0,0,w/d in unit,,va
370741,fresno / madera,1289,apartment,1008,3,2.0,1,1,0,1,0,0,w/d hookups,carport,ca
226525,cleveland,1672,apartment,1300,2,2.5,1,1,1,0,0,0,,,oh
356732,anchorage / mat-su,2200,house,2360,4,3.0,0,0,0,0,0,0,w/d hookups,attached garage,ak
265929,florence,570,house,980,2,2.0,1,0,1,0,0,0,,,sc
262163,charleston,1600,condo,1100,2,1.0,1,1,0,0,0,0,w/d in unit,street parking,sc
285766,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
353400,mobile,995,apartment,950,1,1.0,1,1,0,1,0,0,w/d in unit,carport,al
27450,hartford,1640,apartment,948,2,2.0,1,1,1,0,0,0,w/d in unit,,ct
328813,richmond,710,apartment,471,1,1.0,0,0,0,1,0,0,laundry on site,off-street parking,va
221371,north dakota,480,apartment,550,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,nd
309981,san marcos,825,apartment,810,2,2.0,0,0,1,0,0,0,,,tx
380849,orange county,2465,apartment,1060,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
126554,lafayette,898,apartment,940,2,2.0,1,1,0,0,0,0,,,la
251103,lancaster,1355,townhouse,1122,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,pa
1460,sacramento,1440,apartment,850,1,1.0,0,0,1,0,0,0,,,ca
62097,tallahassee,894,apartment,962,1,1.0,0,0,1,0,0,0,,,fl
227685,cleveland,890,apartment,1050,3,1.0,0,0,1,0,0,0,,,oh
269383,hilton head,951,apartment,960,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,sc
134040,baltimore,940,apartment,690,1,1.0,1,1,1,0,0,0,,,md
194364,lincoln,1349,apartment,1133,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage,ne
206565,albuquerque,1150,apartment,1140,3,2.0,1,1,1,0,0,0,laundry on site,off-street parking,nm
304501,mcallen / edinburg,800,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,,tx
193648,lincoln,675,apartment,775,2,1.5,1,0,0,0,0,0,laundry in bldg,off-street parking,ne
143176,worcester / central MA,1805,apartment,810,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ma
160567,minneapolis / st paul,1375,apartment,650,1,1.0,0,0,0,1,0,0,w/d in unit,off-street parking,mn
127462,lafayette,1009,apartment,950,2,2.0,0,0,1,0,0,0,w/d hookups,,la
354761,tuscaloosa,750,townhouse,904,1,1.5,1,1,0,0,0,0,laundry on site,street parking,al
86346,spokane / coeur d'alene,985,apartment,1100,2,2.0,1,1,0,0,0,0,w/d in unit,carport,id
263000,charleston,1000,apartment,553,0,1.0,1,1,1,0,0,0,w/d in unit,,sc
82695,boise,1336,apartment,1090,2,2.0,1,1,0,0,0,0,w/d in unit,carport,id
278099,knoxville,749,apartment,480,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,tn
82931,boise,539,apartment,1064,4,2.0,0,0,1,0,0,1,laundry on site,off-street parking,id
187029,raleigh / durham / CH,1299,apartment,1150,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,nc
201115,jersey shore,2500,apartment,1166,3,2.0,1,1,0,1,0,0,w/d in unit,street parking,nj
216671,utica-rome-oneida,1300,apartment,850,1,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,ny
70173,atlanta,970,apartment,900,1,1.0,0,0,1,0,0,0,,,ga
153090,jackson,1040,apartment,960,1,0.0,1,1,1,0,0,0,w/d hookups,off-street parking,mi
14313,ventura county,3100,apartment,1090,2,1.5,1,1,1,0,0,0,laundry on site,carport,ca
232315,dayton / springfield,675,townhouse,840,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
113390,manhattan,774,apartment,793,1,1.0,0,0,1,0,0,0,,,ks
283155,nashville,1184,apartment,983,2,2.0,1,1,0,0,0,0,w/d hookups,,tn
289542,beaumont / port arthur,625,house,1064,3,1.0,0,0,1,0,0,0,,,tx
85235,spokane / coeur d'alene,875,apartment,872,2,1.0,1,1,1,1,0,0,,attached garage,id
203811,south jersey,900,townhouse,800,2,1.0,0,0,1,0,0,0,w/d hookups,street parking,nj
22363,ft myers / SW florida,900,condo,100,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,fl
300530,houston,1180,apartment,1143,2,2.0,1,1,1,0,0,0,w/d in unit,carport,tx
143539,worcester / central MA,1300,apartment,1150,3,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ma
277431,knoxville,1239,apartment,1260,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
379830,monterey bay,1941,apartment,659,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
249494,erie,815,apartment,1100,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,pa
18840,colorado springs,1449,apartment,752,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,co
290051,beaumont / port arthur,730,apartment,750,1,1.0,0,0,1,0,0,0,,,tx
149516,flint,709,manufactured,1056,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,mi
59369,space coast,939,apartment,718,1,0.0,0,0,1,0,0,0,,,fl
338736,wenatchee,1175,apartment,850,2,1.0,1,0,1,0,0,0,laundry in bldg,carport,wa
103070,ames,605,townhouse,871,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ia
224672,cincinnati,329,house,1295,4,1.0,0,0,1,0,0,0,,,oh
58566,space coast,1025,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
19828,colorado springs,824,house,1026,3,2.0,0,0,1,0,0,0,,,co
318244,salt lake city,1510,apartment,755,1,1.0,1,1,0,0,1,0,w/d in unit,carport,ut
333589,kennewick-pasco-richland,660,house,550,2,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,wa
47137,ocala,939,apartment,1107,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
255974,pittsburgh,750,apartment,525,1,1.0,0,0,1,0,0,0,laundry in bldg,street parking,pa
11265,stockton,1050,apartment,550,0,1.0,1,1,1,0,0,0,laundry on site,carport,ca
344725,milwaukee,929,apartment,1015,2,1.5,1,1,0,0,0,0,w/d hookups,detached garage,wi
30321,northwest CT,2281,apartment,1055,2,0.0,1,1,1,0,0,0,,,ct
225192,cincinnati,930,townhouse,1340,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,oh
158090,southwest michigan,1550,apartment,1500,3,2.5,1,1,1,0,0,0,laundry on site,off-street parking,mi
338643,wenatchee,1535,apartment,952,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,wa
35625,daytona beach,1289,apartment,1089,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
378158,modesto,1665,apartment,1052,3,2.0,1,1,0,0,0,0,laundry on site,carport,ca
205546,albuquerque,710,apartment,700,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,nm
219709,bismarck,1325,apartment,1413,3,2.0,0,0,1,0,0,0,,,nd
27343,eastern CT,1300,apartment,1325,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,ct
347813,birmingham,900,apartment,685,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,al
334922,kennewick-pasco-richland,899,apartment,975,2,1.5,0,0,0,0,0,0,,,wa
16762,boulder,1620,apartment,1012,2,2.0,1,0,1,0,0,0,w/d in unit,off-street parking,co
353301,mobile,825,apartment,750,1,1.0,1,1,1,0,0,0,w/d hookups,,al
